AllGather,AllReduce,ReduceScatter,SendRecv,compute,mem,others,total_time
1.6640760892550002,0.33877544349800004,0.271569625246,0.162372874113,1.6368826659159998,0.281766471729,0.264324071979,4.619767241736
1.660456276569,0.33798447969,0.27077051104100003,0.161744843057,1.631497689458,0.280676633799,0.274506217944,4.6176366515580005
1.664483207598,0.37626438501500004,0.271418129619,0.161757914065,1.631591263135,0.280658243316,0.251460607092,4.63763374984
1.616476565359,0.341515305027,0.263440244822,0.16217244143,1.631735823971,0.28160514468000003,0.257425985028,4.554371510317
1.6789979880009998,0.369843896819,0.274388714535,0.16301778979300002,1.645078856585,0.28287176142700005,0.25511358479,4.66931259195
1.665040599357,0.34433970899,0.272362735606,0.16236875041600002,1.636540294825,0.281747533931,0.27130191204599996,4.633701535171
1.670740617569,0.33769306151700007,0.27366579269200003,0.162370110895,1.63652586752,0.281756497342,0.267104929005,4.629856876540001
1.6708015758439998,0.33579959888200006,0.27346673857500003,0.16301601510499997,1.643936952626,0.282850297685,0.280542954895,4.650414133611999
1.6575288750550001,0.332251845724,0.271742949743,0.162354888232,1.637057126854,0.28174956166700005,0.282727064966,4.625412312241001
1.669339806819,0.34351682484600005,0.27299707444300003,0.162370472916,1.6376194388689997,0.28175234344200006,0.274405836454,4.642001797788999
1.6827605276700002,0.354799724835,0.27279632206400006,0.162358230233,1.6373467561869999,0.28174816197800007,0.256707841323,4.6485175642900005
1.66552707565,0.332005696365,0.273056076346,0.16235953018799998,1.636007856277,0.281744981564,0.272387849472,4.6230890658620005
1.6989647510719998,0.33502745153299995,0.273218242286,0.16238072934099998,1.636836284175,0.28177287394899997,0.275869994592,4.664070326948
1.658435469363,0.33054627215,0.270877197358,0.16173219853,1.6294216289810002,0.28064945507699995,0.271741851003,4.603404072462
1.672420442773,0.331028808072,0.273750285543,0.162984401528,1.642523043736,0.28286224446799996,0.27629936447,4.641868590590001
1.675004486253,0.32761176145500004,0.27455624302799997,0.16298413996099997,1.642261108981,0.282844834218,0.252011704219,4.617274278115001
1.675378265922,0.33467563242,0.275419917347,0.16299137599799998,1.642183288445,0.28285778296499997,0.26020895637900004,4.6337152194760005
1.674768017553,0.35764528619200003,0.273726818321,0.163011303213,1.6433094649800002,0.2828732357,0.252401864275,4.647735990234
1.672978577567,0.328050962826,0.273753258925,0.16300696385199998,1.643327794778,0.282869631761,0.250921323837,4.614908513546
1.673508878296,0.34385826881299997,0.27335803933700004,0.162995124289,1.641862887812,0.282849589266,0.267414680412,4.645847468225001
1.6640483935939998,0.34053560691199997,0.27397549226599993,0.16236916498699996,1.636819529469,0.281763743187,0.26378640958800004,4.623298340003001
1.6741234349779999,0.33765373414600003,0.274737285029,0.163011911322,1.642682659802,0.282873670952,0.273434615961,4.64851731219
1.664956517388,0.333143369639,0.272630461275,0.162353514675,1.636825740396,0.28175304796800005,0.253735578426,4.605398229767
1.6655640842069999,0.33738158532,0.27308517805900007,0.16236832492500003,1.636444641817,0.281768455048,0.267728731983,4.624341001359
1.679505541112,0.336668991684,0.27309074215100004,0.16301027598899998,1.642899366921,0.28285860485100006,0.261974670876,4.640008193584
1.66715634791,0.33644914719300006,0.27299036650700004,0.162998927748,1.64267479853,0.282869622192,0.252840460511,4.617979670591001
1.671801828648,0.358031310815,0.273045492699,0.16237132093599999,1.636469167199,0.281766501951,0.26180569283800004,4.645291315085999
1.686417885825,0.358987690227,0.274066231822,0.16300813830000002,1.643048910945,0.28288086377500005,0.252450353119,4.660860074013001
1.6762244998499998,0.33310796036199997,0.27421198314600004,0.163011646056,1.6440864621890001,0.28287682136799996,0.265910712564,4.6394300855349995
1.671951504736,0.337015904065,0.27410707304200005,0.163021147255,1.6440700868679998,0.282862232452,0.27725717619400003,4.650285124612
1.701444730812,0.811824722975,0.273267763391,0.163004720349,1.6416241481579998,0.282872707499,0.266377026064,5.140415819248
1.6750098611539999,0.33041973416299997,0.273007851511,0.163001346578,1.64232116924,0.28285828259199997,0.287823158564,4.654441403801999
1.669025752714,0.33463330934100005,0.27265596027600003,0.162365255561,1.636308630075,0.28175322508800005,0.257508737047,4.614250870102
1.6733629706759998,0.334786020078,0.274466561401,0.163005269003,1.6427591093649998,0.28286135414700003,0.260961941743,4.632203226413
1.669013159474,0.327246366644,0.274329917418,0.16300119245500003,1.641845474283,0.28285761510499996,0.25961761720700005,4.617911342586
1.678826508304,0.391559740528,0.27436162704000006,0.16302633777,1.643445392151,0.282890358241,0.256296941532,4.690406905566
1.680095992975,0.350424322284,0.27358766418200003,0.163002568638,1.642486105895,0.28285160461,0.26578968326,4.658237941844001
1.679321571149,0.33301476699599997,0.274627473058,0.163013011263,1.6432176527430002,0.282876852006,0.27734991954400007,4.653421246759
1.65615020433,0.356576466714,0.27243190910200005,0.16172286426699997,1.6297241586959998,0.280656040597,0.259420541002,4.616682184708001
1.6669004471170001,0.33348258587100005,0.27246612840900003,0.162973720179,1.642858640741,0.282844095507,0.270855316995,4.6323809348189995
1.713710341276,1.015519731894,0.286993227798,0.16301874803200003,1.6429139622480002,0.28285381246599994,0.27451376849400005,5.379523592208
1.687287676237,0.33736597747,0.271346305869,0.161731123032,1.629921600839,0.28065003812000006,0.264414016007,4.632716737574001
1.667742309368,0.338454031449,0.271987213757,0.16173055664199998,1.629552576499,0.28064244587000003,0.271605358989,4.621714492574
1.6764090872280002,0.34242365421,0.273472664272,0.163011437027,1.6427463418130002,0.282854517622,0.267570000617,4.648487702789001
1.744585717626,1.0480590992299998,0.298854710524,0.162431759537,1.577276495011,0.28179924982700005,0.293508828592,5.406515860347
1.6722656714770001,0.336041144724,0.27394350794899996,0.16297751608000002,1.641536485916,0.28285324594100003,0.268723060186,4.638340632273
1.670649906182,0.364656773113,0.271586238036,0.16235959301,1.6110928773800002,0.28175785464700004,0.291828663388,4.653931905756
1.66295267156,0.33677820088800003,0.27160864676900004,0.162394760437,1.6366217533710001,0.281761238503,0.254010226859,4.606127498387
1.6695254679549998,0.348376002647,0.273404522784,0.163036604928,1.6424889414370003,0.282860425847,0.25953412165600004,4.639226087254
3.210556894506,5.813222992296,0.284985610426,0.163422114864,1.642754433781,0.283055142607,0.261144721844,11.659141910324001
1.744741179483,0.380535560086,0.286718907872,0.163392126719,1.6425923891260001,0.283026330287,0.27183476652399996,4.772841260097
1.746184040465,0.37041824452100003,0.284381184667,0.16340063048800002,1.642361600102,0.283055255322,0.266328957845,4.756129913410001
1.750061781021,0.35829620149499997,0.288561752484,0.163436238824,1.642869335566,0.283057702583,0.257798747215,4.744081759187999
2.667167610501,6.713200257291001,0.286216137134,0.15829125982300002,1.6359006305450003,0.27365360871899996,0.25287418160799996,11.987303685621
1.767547827562,0.7263241442020001,0.284866925294,0.136025466716,1.6079377286410002,0.23297251803,0.214428882933,4.970103493378
1.756110570516,0.346454134146,0.286082400764,0.162866756247,1.637488607819,0.28199589548,0.253508787923,4.724507152895002
1.7563156514389997,0.354516784442,0.28663641740100004,0.16346329884900002,1.6433040093540001,0.28308579866800004,0.280677274502,4.767999234655
1.7596518633699998,0.3573490901,0.287166143015,0.163466845942,1.6426352038149998,0.283088591155,0.27921892677,4.7725766641669995
1.745415423764,0.362753557667,0.284550018489,0.162803976948,1.6359337996870003,0.281977114269,0.269649798825,4.7430836896490005
1.734570003408,0.359910986901,0.282569525594,0.162141737423,1.6294983449559999,0.280847643184,0.258726546996,4.708264788462
1.7472595046069999,0.42589982155899997,0.28661946994200005,0.15232261530299998,1.6291739838600001,0.26275443129500003,0.250306193515,4.754336020081001
1.747222172636,0.42595974361399996,0.28553329404800004,0.16281123459400001,1.597680041529,0.281965741112,0.293669436823,4.7948416643559995
2.8496423538039997,6.7203340635040005,0.28633608978400005,0.163435602601,1.6415019201789998,0.283059336661,0.25966638508199996,12.203975751614998
1.741518093676,0.3640703416600001,0.28512153497500003,0.162789405985,1.6355007931549999,0.281955276869,0.27917573168300003,4.750131178003
1.757934223563,0.37036599136000004,0.284597793939,0.16341623560100002,1.642386100962,0.28305049712499997,0.273476788624,4.775227631174
1.752330373471,0.34857368688,0.285907633456,0.162823127105,1.635795655109,0.281974938479,0.26463548403,4.73204089853
1.7740896081789999,0.355691471335,0.287215521635,0.163453096335,1.642488501535,0.28306733048,0.286031300881,4.79203683038
1.764086695599,0.375080159583,0.286397698504,0.16343707036199998,1.641666688718,0.283071567138,0.269628040446,4.783367920350001
1.756387920228,0.365685061578,0.286622139249,0.16343279844,1.6423794776110001,0.283065577573,0.262009821231,4.759582795910001
1.738185260551,0.458009120164,0.28575492013400006,0.14589955837,1.6189789329409998,0.250998439193,0.25349645428900003,4.751322685642
1.75332451358,0.34897745146,0.287057784657,0.163448843138,1.6425253968450002,0.2830659836,0.277692313346,4.756092286626001
1.784465278189,0.8996192578960001,0.298087278123,0.162824143074,1.637197752723,0.28195308948299996,0.28862349383700003,5.352770293325
1.758119631329,0.358972284055,0.28641889505900003,0.162823998728,1.6358679311,0.28197561687800005,0.277122104064,4.7613004612130005
1.7542726163440001,0.359501009519,0.286119062812,0.162827095024,1.6363614661850001,0.281972626819,0.272470025499,4.753523902202001
1.761545849639,0.377539814526,0.28659917877499996,0.16345057599700002,1.6427727882029999,0.28307110957500004,0.27146830629700003,4.786447623012
1.7421181283440001,0.357594980039,0.284609786653,0.162160756761,1.628963989909,0.280847986721,0.278541245264,4.734836873691
1.7779435958379999,1.016493812402,0.297150093441,0.162812780284,1.579182339876,0.281971635461,0.295906412298,5.4114606696
3.180794521577,6.229029267665,0.287827704629,0.16343706638100003,1.640624734988,0.2830590477449999,0.281148241304,12.065920584289001
1.751289187,0.39457376299999997,0.28554439600000003,0.162848307,1.735523277,0.27937741899999996,0.13602024599999998,4.745176595000001
1.7572122159999999,0.38813659,0.28670498,0.162879684,1.7364151349999999,0.279400398,0.136012294,4.746761297
1.782375163,0.9604565820000001,0.298063695,0.162857418,1.7377713670000001,0.279392763,0.136021998,5.356938986
1.7535672230000001,0.390784177,0.28655454300000005,0.162853271,1.7363745400000001,0.279389414,0.136019962,4.745543130000001
1.751740895,0.41471044900000004,0.285724163,0.162843239,1.735406071,0.279405936,0.136017637,4.76584839
1.744020264,0.404004191,0.285169446,0.162208593,1.728917498,0.27830943199999997,0.135500572,4.738129996
1.752114531,0.40906055300000005,0.286568536,0.16285285400000002,1.7367729809999999,0.279404115,0.13603769,4.76281126
1.7691127340000001,0.404643438,0.287535458,0.16287237200000002,1.736381528,0.27940925600000005,0.136022097,4.775976882999999
1.769929739,0.951835697,0.2971348,0.161575045,1.724358522,0.277195514,0.13495631700000002,5.316985634
1.741066179,0.399378218,0.284555294,0.162201965,1.7296466560000001,0.27829695800000004,0.135497941,4.730643210999999
1.757522372,0.40534135499999996,0.287629276,0.16286253099999998,1.736078067,0.279402783,0.136014565,4.764850949
1.755215483,0.41072281200000005,0.286803645,0.16222003100000001,1.729616437,0.278309263,0.13549957599999998,4.758387247
1.7449478939999998,0.406637224,0.284724833,0.16158187699999998,1.7222797890000001,0.277212935,0.13495570699999998,4.732340259
1.79705914,0.956211142,0.300274039,0.162868357,1.739004204,0.279395168,0.13602284,5.370834889999999
1.766288423,0.42552154400000003,0.28660787800000004,0.162861537,1.737389147,0.27940775,0.13603512,4.794111398999999
1.781667648,0.9647726679999999,0.29775428,0.162210378,1.731071228,0.27828069400000005,0.13548271399999998,5.3512396099999995
1.75271899,0.39818116699999995,0.284739846,0.16220706999999998,1.7294645700000002,0.27829843500000007,0.13547230300000002,4.741082381
1.761746327,0.399124147,0.286552215,0.162859442,1.735591917,0.279411383,0.136013266,4.761298697
1.7680433,0.389688847,0.28664548300000003,0.162846464,1.7351009389999998,0.279385165,0.135999911,4.757710109
1.7622983959999998,0.37433995300000006,0.28656516699999995,0.162858991,1.735325946,0.279405842,0.13600949399999998,4.736803789
1.754484205,0.38371322899999993,0.285943602,0.162233048,1.7289234759999998,0.278302641,0.135476599,4.729076799999999
1.75205166,0.39917102,0.28655558400000003,0.162205903,1.729099389,0.27829965,0.135485611,4.742868817
1.788451517,0.961023779,0.29960616,0.162846671,1.737046008,0.279365465,0.13599662699999998,5.364336227
1.750231597,0.380210119,0.28482422300000004,0.162204124,1.728235568,0.278282306,0.135456529,4.719444466
1.75615217,0.387278829,0.28551606500000004,0.162227926,1.729557731,0.27831987599999997,0.135501973,4.73455457
1.757917704,0.384407439,0.28549302,0.162230822,1.729335278,0.278315652,0.135484995,4.73318491
1.7601655740000002,0.402538838,0.287602888,0.162877247,1.735653474,0.27941077400000003,0.13601534899999998,4.764264144
1.756605242,0.378287804,0.286762863,0.162268303,1.7294427749999999,0.27834736099999996,0.13549604199999998,4.727210389999999
1.751662102,0.426403566,0.285707743,0.16224037100000002,1.729348537,0.27830967,0.135488788,4.769160776999999
1.759260039,0.386385581,0.287669945,0.162872783,1.736314645,0.279399757,0.136034988,4.747937738000001
1.752775073,0.384428282,0.28624518899999996,0.162224267,1.7299210390000002,0.278306564,0.135494051,4.7293944649999995
1.7817203799999999,0.9490303299999999,0.298599111,0.162844017,1.73806908,0.27936743799999997,0.13601174,5.345642096
1.75492365,0.406794944,0.287154544,0.162867254,1.7376748720000001,0.27940976,0.136045668,4.764870692
1.743800277,0.378911023,0.28491512,0.161593355,1.722860432,0.27722667,0.134956915,4.704263792
1.7544501350000001,0.40307628900000003,0.286935055,0.162211538,1.729291616,0.27830104299999997,0.135477568,4.749743244
1.773035111,0.401097086,0.287772011,0.162876193,1.73652529,0.279401802,0.136014555,4.776722048
